DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2023-0464-TWN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2023-000121,Tropical cyclone 'Doksuri' (Egay),TWN,Taiwan (Province of China),Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2023,7,28,2023,7,28,1,68,,,68,,,,,10000,10000,100,,2023-08-08,2024-06-17
2023-0465-CAN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CAN,Canada,Northern America,Americas,"East and West Hants Regional Municipality, Halifax Regional Municipality, Lunenburg and Queens counties in southern Nova Scotia",Heavy rains,,No,No,No,,,Km2,,,,2023,7,21,2023,7,22,4,,450,,450,,,,,,,100,,2023-07-24,2023-09-26
2023-0466-CHE,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,CHE,Switzerland,Western Europe,Europe,La Chaux-de-Fonds (Neuchatel),,,No,No,No,,,Kph,,,,2023,7,24,2023,7,25,2,40,15000,,15040,,,,,,,100,,2023-07-28,2023-09-26
2023-0466-DEU,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,DEU,Germany,Western Europe,Europe,,,,No,No,No,,,Kph,,,,2023,7,21,2023,7,25,1,,,,,,,,,,,100,,2023-07-28,2023-09-26
2023-0466-ITA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,ITA,Italy,Southern Europe,Europe,"Brescia, Lissone, Milan, Varese, Monza-Brianza, Bergamo",,Hail|Lightening,No,No,No,,110,Kph,,,,2023,7,21,2023,7,25,2,,,,,,,,,100000,100000,100,,2023-07-25,2023-09-26
2023-0466-ROU,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,ROU,Romania,Eastern Europe,Europe,Oradea and Bihor regions,,Lightening,No,No,No,,144,Kph,,,,2023,7,25,2023,7,25,2,,,,,,,,,,,100,,2023-07-28,2023-09-26
2023-0466-SRB,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,SRB,Serbia,Southern Europe,Europe,,,,No,No,No,,,Kph,,,,2023,7,21,2023,7,25,1,,,,,,,,,,,100,,2023-07-28,2023-09-26
2023-0468-DZA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),GLIDE:WF-2023-000124,,DZA,Algeria,Northern Africa,Africa,"Béjaïa, Bouira, Boumerdes, Tizi Ouzou, Jijel et Skikda",,Heat wave,No,No,No,,,Km2,,,,2023,7,23,2023,7,24,34,26,30000,,30026,,,,,,,100,"[{""adm1_code"":348,""adm1_name"":""Bejaia""},{""adm1_code"":352,""adm1_name"":""Bouira""},{""adm1_code"":363,""adm1_name"":""Jijel""},{""adm1_code"":379,""adm1_name"":""Skikda""},{""adm1_code"":387,""adm1_name"":""Tizi Ouzou""}]",2023-07-25,2024-01-18
2023-0473-BGD,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Dengue,BGD,Bangladesh,Southern Asia,Asia,"Barisal, Chittagong, Dhaka",,,No,No,No,,,Vaccinated,,,,2023,1,,2023,7,18,127,,,,,,,,,,,100,,2023-07-26,2023-09-26
2023-0477-CMR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000135,,CMR,Cameroon,Sub-Saharan Africa,Africa,"Limbe, Fako Division",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,7,18,2023,7,19,2,5,93255,,93260,,,,,,,100,,2023-07-26,2024-07-18
2023-0486-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Mulugu District (western Telangana),Monsoonal rains,,No,No,No,,,Km2,,,,2023,7,27,2023,7,31,23,,,,,,,,,,,100,,2023-07-31,2023-09-26
2023-0487-RUS,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,RUS,Russian Federation,Eastern Europe,Europe,Lake Yalchik (Mari-El Region),,Flood|Hail,No,No,No,,,Kph,,,,2023,7,30,2023,7,30,10,76,,,76,,,,,,,100,"[{""adm1_code"":2532,""adm1_name"":""Mariy-el Rep.""}]",2023-07-31,2023-09-26
2023-0488-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Lam Dong Province (central Vietnam), Binh Thuan Province (south-eastern Vietnam) and Bac Lieu Province (southern Vietnam)",,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2023,7,30,2023,7,31,7,,1730,445,2175,,,,,,,100,,2023-07-31,2024-02-28
2023-0490-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Khanoun',JPN,Japan,Eastern Asia,Asia,"Okinawa, Kagoshima prefectures",,,No,No,No,,220,Kph,,,,2023,8,2,2023,8,2,2,41,,,41,,,,,,,100,"[{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1681,""adm1_name"":""Okinawa""}]",2023-08-02,2023-09-26
2023-0490-KOR,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Khanoun',KOR,Republic of Korea,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2023,8,10,2023,8,10,2,,,,,,,,,,,100,,2023-08-28,2023-09-26
2023-0490-RUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Khanoun',RUS,Russian Federation,Eastern Europe,Europe,Ussuriysk and Spassk-Dalny (Primorsky Region),,Flood,No,No,No,,,Kph,,,,2023,8,11,2023,8,16,3,,13200,,13200,,,,,,,100,,2023-08-21,2023-09-26
2023-0495-LAO,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000139,,LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,"Atsaphon district (Savannnakhet); Khammuan, Bokeo, Houaphan, Luang Prabang, Xaignabouli, Xiangkhouang,Vientiane, Bolikhamxai, Champasak and Xaixomboun provinces",Heavy rains,,No,No,No,,,Km2,,,Xechamphone River,2023,7,4,2023,8,21,7,,110129,,110129,,,,,7719,7719,100,,2023-08-04,2024-06-17
2023-0497-SVN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000144,,SVN,Slovenia,Southern Europe,Europe,"Gorenjska, Goriska, Jugovzodna Slovenija, Koroska, Osrednjeslovenska, Podravska, Pomurska, Savinjska, Spodnjeposavska, Zasavska",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,8,3,2023,8,4,,,1500120,,1500120,,,,,,,100,,2023-08-04,2024-02-13
2023-0503-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Beijing city, esatern China",Heavy rains,,No,No,No,,,Km2,,,,2023,8,,2023,8,9,51,,600000,,600000,,,,,,,100,,2023-08-09,2023-09-26
2023-0507-PRT,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,PRT,Portugal,Southern Europe,Europe,Odemira Municipality,,,No,No,No,,,Km2,,,,2023,8,5,2023,8,9,,35,1400,,1435,,,,,,,100,,2023-08-09,2023-09-26
2023-0510-MNG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,MNG,Mongolia,Eastern Asia,Asia,Ulaanbaatar,Torrental rains,,No,No,No,,,Km2,,,,2023,8,5,2023,8,5,4,,1230,,1230,,,,,,,100,"[{""adm1_code"":2095,""adm1_name"":""Ulaanbaatar""}]",2023-08-09,2023-09-26
2023-0512-BGD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BGD,Bangladesh,Southern Asia,Asia,"Chattogram, Cox’s Bazar, Bandarban, Rangamati, and Feni (Chattogram Division); Chittagong, Bandarban, Rangamati,",Heavy rain,,No,No,No,,,Km2,,,,2023,8,7,2023,8,13,4,6,1000000,,1000006,,,,,,,100,,2023-08-09,2024-03-05
2023-0516-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Shulan City (Jilin Province),Heavy rains,,No,No,No,,,Km2,,,,2023,8,1,2023,8,7,14,,134000,,134000,,,,,,,100,,2023-08-09,2024-03-04
2023-0517-MMR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MMR,Myanmar,South-eastern Asia,Asia,"Belin town, Thaton town (Mon State); Hpa-an town, Myawaddy town (Kayin State); Kayin, Rakhine, Mon and Bago",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,8,3,2023,8,7,5,,48000,,48000,,,,,,,100,,2023-08-09,2023-09-26
2023-0518-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2023-000136,,VNM,Viet Nam,South-eastern Asia,Asia,"Lai Chau, Yen Bai, Son La, Lao Cai, Dien Bien, Thai Nguyen, Gia Lai, Dak Lak, Dak Nong, and Lam Dong provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,8,4,2023,8,7,15,8,214527,,214535,,,,,,,100,,2023-08-09,2024-08-27
2023-0521-GEO,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,GEO,Georgia,Western Asia,Asia,"Oni Municipality, Racha-Lechkhumi and Kvemo Svaneti Region",Heavy rains,,No,No,No,,,,,,,2023,8,3,2023,8,3,18,,,,,,,,,,,100,,2023-08-09,2023-09-26
2023-0522-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Dezhou and Liaocheng,,,No,No,No,,5.4,Moment Magnitude,37.231,116.391,,2023,8,5,2023,8,5,,21,,378,399,,,,,35000,35000,100,,2023-08-09,2024-02-12
2023-0524-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,'Lahaina' wildfire,USA,United States of America,Northern America,Americas,Maui and Kula City (Hawai),,,No,No,Yes,,,Km2,,,,2023,8,9,2023,8,10,128,,7695,,7695,,,3500000,3500000,5500000,5500000,100,"[{""adm1_code"":3225,""adm1_name"":""Hawaii""}]",2023-08-09,2024-01-16
2023-0526-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Lan',JPN,Japan,Eastern Asia,Asia,Hyogo and Osaka,,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2023,8,15,2023,8,17,,66,600,,666,,,,,,,100,"[{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1682,""adm1_name"":""Oosaka""}]",2023-08-21,2023-09-26
2023-0528-CHN,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,CHN,China,Eastern Asia,Asia,"Yancheng (Jiangsu Province), Hunan Province",,,No,No,No,,,Kph,,,,2023,8,13,2023,8,17,5,18,849,,867,,,,,,,100,,2023-08-21,2023-09-26
2023-0529-FRA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,FRA,France,Western Europe,Europe,Saint-André and Argelès-sur-Mer (Pyrénées-Orientales department),,,No,No,No,,,Km2,,,,2023,8,14,2023,8,17,,51,90,,141,,,,,,,100,"[{""adm2_code"":16289,""adm2_name"":""Pyrenees-Orientales""}]",2023-08-21,2023-09-26
2023-0530-MMR,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,Jade mine,MMR,Myanmar,South-eastern Asia,Asia,Hpakant,Heavy rains,Industrial accidents,No,No,No,,,,,,,2023,8,13,2023,8,13,39,,,,,,,,,,,100,,2023-08-21,2023-09-26
2023-0534-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,Gray fire and the Oregon fire,USA,United States of America,Northern America,Americas,Spokane County (eastern Washington State),,,No,No,No,,,Km2,,,,2023,8,,2023,8,22,2,1,720,81,802,,,,,,,100,,2023-08-23,2023-09-26
2023-0535-GRC,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,GRC,Greece,Southern Europe,Europe,"Alexandroupolis-Feres and Rodopi in East Macedonia, in Viotia (Central Greece), Parrnitha (Attica), Evia Island, and Kythnos Island",,,No,No,No,,,Km2,,,,2023,8,19,2023,8,27,20,,,,,,,,,200000,200000,100,,2023-08-23,2024-02-01
2023-0539-CHL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHL,Chile,Latin America and the Caribbean,Americas,"Valparaíso, Santiago Metropolitan, O’Higgins, Maule, Ñuble, Biobío Regions",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2023,8,17,2023,8,21,3,,32000,,32000,,,,,1100000,1100000,100,"[{""adm1_code"":889,""adm1_name"":""Libertador Gral. Bernardo O'Higgins""},{""adm1_code"":892,""adm1_name"":""Maule""},{""adm1_code"":149630,""adm1_name"":""Valparaiso""},{""adm2_code"":12947,""adm2_name"":""Ñuble""},{""adm2_code"":12971,""adm2_name"":""Santiago""}]",2023-08-23,2024-01-29
2023-0542-PAK,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PAK,Pakistan,Southern Asia,Asia,Punjab Province,Monsoon rains,,No,No,No,,,Km2,,,Sutlej River,2023,8,20,2023,8,27,16,,,,,,,,,,,100,,2023-08-28,2024-02-27
2023-0547-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Himachal Pradesh and Uttarakhand states,,,No,No,No,,,,,,,2023,8,23,2023,8,24,10,,605,,605,,,,,,,100,,2023-08-28,2024-03-25
2023-0548-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Mizoram State,,Collapse,No,No,No,,,,,,,2023,8,23,2023,8,23,26,2,,,2,,,,,,,100,"[{""adm1_code"":1502,""adm1_name"":""Mizoram""}]",2023-08-28,2023-09-26
2023-0551-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Weiziping, Xi'an City, southern Shaanxi Province",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,8,11,2023,8,16,27,,,,,,,,,,,100,,2023-08-28,2023-09-26
2023-0559-DOM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Franklin',DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Barahona,Azua, Bahoruco, Elias Pina, Independencia",,Flood,No,No,No,,80,Kph,,,,2023,8,20,2023,8,23,3,,289083,,289083,,,,,,,100,,2023-08-29,2023-09-26
2023-0564-COG,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,GLIDE:EP-2023-000127,"Cholera, shigellosis and salmonellosis",COG,Congo,Sub-Saharan Africa,Africa,"Bouenza, Kouilou, Niari, Pointe-Noire, Dolisie, Bazzaville",,,No,No,Yes,,,,,,,2023,7,17,2023,8,30,52,1752,84240,,85992,,,,,,,100,,2023-08-30,2024-07-18
2023-0565-CUB,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Idalia',CUB,Cuba,Latin America and the Caribbean,Americas,"Pinar del Rio, Artemisa, and Havana provinces",,Flood,No,No,No,,,Kph,,,,2023,8,28,2023,8,29,,,,,,,,,,,,100,,2023-09-04,2023-12-11
2023-0565-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Idalia',USA,United States of America,Northern America,Americas,"Tampa, St. Petersburg, Sarasota, Tarpon Springs, Fort Myers Naples (Florida); Brooks and Lowndes Counties (Georgia); Mt. Pleasant, Edisto Beach, and Folly Beach (South Carolina); Whiteville, Wilmington, Outer Banks (North Carolina)",,Flood,No,No,No,,150,Kph,,,,2023,8,28,2023,8,29,5,,,,,,,,,3500000,3500000,100,,2023-09-04,2024-01-18
2023-0568-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Saola',CHN,China,Eastern Asia,Asia,Shenzhen City (Guangdong Province),,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2023,9,3,2023,9,4,1,2,,,2,,,,,690000,690000,100,,2023-09-05,2024-03-04
2023-0568-HKG,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Saola',HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2023,9,1,2023,9,2,,86,,,86,,,,,,,100,,2023-09-05,2024-03-04
2023-0568-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Saola',PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2023,8,22,2023,8,25,4,3,900000,,900003,,,,,33000,33000,100,,2023-09-04,2024-03-04
2023-0570-TJK,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,TJK,Tajikistan,Central Asia,Asia,"Vakhdat, Varzob Roudaki districts (Douchanbe)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,8,27,2023,8,30,21,,,,,,,,,,,100,,2023-09-04,2023-09-26
2023-0571-PAK,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PAK,Pakistan,Southern Asia,Asia,"Punjab, Sindh, and Balochistan",Heavy rains,,No,No,No,,,Km2,,,,2023,9,1,2023,9,4,6,101,89500,,89601,,,,,,,100,,2023-09-04,2023-09-26
2023-0577-KGZ,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,GLIDE:EP-2023-000162,Measles and Rubella,KGZ,Kyrgyzstan,Central Asia,Asia,"Bishkek City, Chuy, Osh, Osh City, Jala-Abad, Batken, Talas, Issyk-Kul, Naryn",,,No,No,No,,,Vaccinated,,,,2023,1,,2023,11,13,,3618,,,3618,,,,,,,100,,2023-09-04,2023-11-28
2023-0578-GIN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000158,,GIN,Guinea,Sub-Saharan Africa,Africa,"Kindia, Coyah, Conakry and Siguiri,",Torrential rains,,No,No,No,,,Km2,,,Sarinka River,2023,8,6,2023,8,11,8,937,24135,,25072,,,,,,,100,,2023-09-04,2023-12-08
2023-0579-MRT,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000146,,MRT,Mauritania,Sub-Saharan Africa,Africa,Brakna,Heavy rains,,No,No,No,,,Km2,,,,2023,7,30,2023,7,31,1,,7200,,7200,,,,,,,100,,2023-09-04,2023-09-26
2023-0580-DZA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,DZA,Algeria,Northern Africa,Africa,Bab Al-Assa Municipality (Tlemcen); El Haoudh Village (El Bayadh Province),Heavy Rains,,No,No,No,,,Km2,,,Dalia Wadi,2023,9,2,2023,9,3,8,218,1450,,1668,,,,,,,100,,2023-09-05,2024-03-05
2023-0581-ESP,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ESP,Spain,Southern Europe,Europe,"Catalonia, Valencia, Andalusia, Aragón, Madrid Community and Castilla-La Mancha Regions",Heavy rains,,No,No,No,,,Km2,,,,2023,9,2,2023,9,4,3,,6000,,6000,,,,,370000,370000,100,,2023-09-05,2024-02-01
2023-0582-BGR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BGR,Bulgaria,Eastern Europe,Europe,Tsarevo Municipality (Burgas Province),,,No,No,No,,,Km2,,,,2023,9,7,2023,9,8,4,,4000,,4000,,,,,,,100,,2023-09-11,2024-03-05
2023-0582-GRC,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,GRC,Greece,Southern Europe,Europe,"Volos City, Pelion, Karditsa, Astritsa and Domokos-near Lamia,Thessaly; Central Greece, Central Macedonia, Peloponnese and Attica Regions",Storm 'Daniel',"Lightening|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,9,4,2023,9,7,17,,5260,,5260,,,,,,,100,,2023-09-05,2024-03-05
2023-0582-TUR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,TUR,Türkiye,Western Asia,Asia,"Istanbul City, Kirklareli Province",Storm 'Daniel',,No,No,No,,,Km2,,,,2023,9,6,2023,9,8,8,31,,,31,,,,,,,100,,2023-09-11,2024-03-05
2023-0600-MAR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2023-000166,,MAR,Morocco,Northern Africa,Africa,"Al Haouz and Taroudant Provinces; Marrakech; Ouarzazate, Azilal, Chichaoua",,"Slide (land, mud, snow, rock)",No,No,No,,6.8,Moment Magnitude,31.058,-8.385,,2023,9,8,2023,9,8,2946,5674,840000,,845674,,,300000,300000,7000000,7000000,100,,2023-09-11,2024-02-26
2023-0601-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Asahan Regency (North Sumatra Province); Teluk Dalam, Simpang Empat and Meranti Districts.",Heavy rains,,No,No,No,,,Km2,,,,2023,9,1,2023,9,8,,,14500,,14500,,,,,,,100,,2023-09-11,2023-10-18
2023-0603-ARG,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,ARG,Argentina,Latin America and the Caribbean,Americas,Gobernador Virasoro and Ituzaingo (Posadas municipality),,Flood,No,No,No,,,Kph,,,,2023,9,1,2023,9,14,,,6000,,6000,,,,,,,100,,2023-09-11,2024-01-29
2023-0603-BRA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Muçum, Roca Sales and Cruzeiro do Sul Municipalities (Rio Grande do Sul State)",,Flood|Hail,No,No,Yes,,,Kph,,,,2023,9,1,2023,9,4,46,924,341000,,341924,,,,,705000,705000,100,,2023-09-11,2024-01-29
2023-0606-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,"Khurda, Balangir, Angul, Boudh, Dhenkanal, Gajapati, Jagatsinghpur, and Puri (Odisha State)",,Flood,No,No,No,,,Kph,,,,2023,9,2,2023,9,6,12,14,1060,,1074,,,,,,,100,,2023-09-11,2023-09-26
2023-0609-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Yun-Yeung',JPN,Japan,Eastern Asia,Asia,"Central Honshu Island, west of the Greater Tokyo area; Ibaraki, Chiba and Fukushima Prefectures",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2023,9,8,2023,9,9,3,,3600,,3600,,,,,,,100,,2023-09-11,2023-10-20
2023-0610-LBY,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),GLIDE:FL-2023-000168,Storm 'Daniel',LBY,Libya,Northern Africa,Africa,"Benghazi, Tobruk, Toukra, Talmeitha, Almarj, Taknes (Al Jabal Al Akhdar), Al Owailia, Bayada, Albayda, Shahhat, Sousa and Derna",,"Flood|Slide (land, mud, snow, rock)",No,Yes,Yes,,,Kph,,,,2023,9,10,2023,9,11,12352,,1600000,,1600000,,,500000,500000,6200000,6200000,100,,2023-09-11,2024-01-16
2023-0615-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,Shenzhen,Heavy rains,,No,No,No,,,Km2,,,,2023,9,7,2023,9,8,,,,,,,,,,,,100,,2023-09-11,2023-10-18
2023-0615-HKG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,2023,9,8,2023,9,8,,119,,,119,,,,,,,100,,2023-09-11,2023-10-18
2023-0619-ZAF,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ZAF,South Africa,Sub-Saharan Africa,Africa,Western Cape province,Heavy rains,Storm,No,No,No,,,Km2,,,,2023,9,23,2023,9,24,11,,5000,,5000,,,,,,,100,,2023-10-05,2023-10-18
2023-0621-GRC,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Storm 'Elias',GRC,Greece,Southern Europe,Europe,"Volos (Magnésie, Eubée Isl.); Fthiotida department; Thessaly and Sterea; Epirus and Kastoria",,"Flood|Hail|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2023,9,27,2023,9,28,,,250,,250,,,,,,,100,,2023-10-05,2023-11-03
2023-0622-IND,No,nat-cli-glo-glo,Natural,Climatological,Glacial lake outburst flood,Glacial lake outburst flood,,,IND,India,Southern Asia,Asia,"Sikkim state Gangtok, Mangan and Pakyong (Bengal state)",,Flood,No,No,No,,,,,,Teesta river; Lhonak lake,2023,10,5,2023,10,5,178,,88400,,88400,,,,,,,100,,2023-10-05,2023-11-02
2023-0623-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Koinu',CHN,China,Eastern Asia,Asia,"Guangdong, Fujian Provinces",,,No,No,No,,,Kph,,,,2023,10,6,2023,10,9,,,,,,,,,,,,100,,2023-10-17,2024-03-05
2023-0623-HKG,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Koinu',HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2023,10,6,2023,10,9,,,,,,,,,,,,100,,2023-10-17,2024-03-05
2023-0623-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Koinu',PHL,Philippines,South-eastern Asia,Asia,"Luzon, Batanes and the Babuyan Islands",,,No,No,No,,,Kph,,,,2023,10,4,2023,10,5,,,275,,275,,,,,,,100,,2023-11-03,2024-03-05
2023-0623-TWN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Koinu',TWN,Taiwan (Province of China),Eastern Asia,Asia,"Taichung, Tainan and Kaohsiung",,,No,No,No,,191,Kph,,,,2023,10,5,2023,10,5,1,190,,,190,,,,,,,100,,2023-10-05,2024-03-05
2023-0633-MMR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000201,,MMR,Myanmar,South-eastern Asia,Asia,"Pegou region; Bago and Yangon, and Mon State.",Heavy rains,,No,No,No,,,Km2,,,"Pegou, Bago rivers",2023,10,5,2023,10,9,5,35,27300,,27335,,,,,,,100,,2023-10-09,2023-11-03
2023-0634-CMR,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,CMR,Cameroon,Sub-Saharan Africa,Africa,Mbankolo area (Yaoundé),Heavy rains,Broken Dam/Burst bank|Flood,No,No,No,,,,,,,2023,10,8,2023,10,9,27,,2000,,2000,,,,,,,100,,2023-10-09,2023-11-03
