DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2024-0198-RUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000039,,RUS,Russian Federation,Eastern Europe,Europe,"Orsk, Krasnokholm and Sorochinsk Cities (Orenburg Region); Kurgan, Tyuman R-regions","Rapid snow melting, heavy rains",Broken Dam/Burst bank,No,No,Yes,,,Km2,,,Oural,2024,4,3,2024,4,12,3,,38400,,38400,,,,,227000,,,,2024-04-09,2024-04-16
2024-0199-AUS,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,Greater Sidney area (eastern New South Wales State); Queensland,Heavy rains,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2024,4,5,2024,4,9,,6,200,,206,,,,,210000,,,,2024-04-09,2024-08-02
2024-0203-TZA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2024-000058,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Arusha, Morogoro, Pwani, Mbeya, Geita, Coast, Tanga, Rukwa, Lindi, Njombe, and Manyara regions",Heavy rains; El Nino,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,4,2,2024,5,2,155,236,200000,,200236,,,,,,,,,2024-04-09,2024-08-12
2024-0204-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Buol Regency (Central Sulawesi Province); Luwu Regency (South Sulawesi Province); Bitung Regency (North Sulawesi Province); East Java ,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,4,7,2024,4,9,2,2,3130,,3132,,,,,,,,,2024-04-09,2024-04-16
2024-0205-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Texas, Louisiana, MIssissippi, Florida, Colorado, Nebraska, and Wyoming",,Storm,No,No,Yes,,,Km2,,,,2024,4,6,2024,4,11,1,10,216,,226,,,,,2750000,,,,2024-04-12,2024-08-06
2024-0209-ZAF,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,ZAF,South Africa,Sub-Saharan Africa,Africa,"Cape Winelands, Overberg, and West Coast regions (Western Cape province)",,,No,No,No,,,Kph,,,,2024,4,8,2024,4,8,1,,13895,,13895,,,,,,,,,2024-04-12,2024-04-16
2024-0210-KEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,KEN,Kenya,Sub-Saharan Africa,Africa,"Nairobi, Marsabit, Turkana, Tana River, Garissa, Kirinyaga, Muranga, Kiambu, Meru, Kisumu, and Kitui",Heavy rain; El Nino,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2024,4,11,2024,4,12,13,2,15000,,15002,,,,,,,,,2024-04-12,2024-04-19
2024-0216-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Lembang Randan Batu and the Manggau villages (Tana Toraja Regency, South Sulawesi Province)",Heavy rains,,No,No,No,,,,,,,2024,4,13,2024,4,13,20,2,,,2,,,,,,,,,2024-04-15,2024-04-16
2024-0217-AFG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2024-000049,,AFG,Afghanistan,Southern Asia,Asia,"Ghazni Nangarhar, Farah, Herat, Badghis, Uruzgan, Paktia, Zabul, Helmand, Kunar, Kabul, Badakhshan, Ghor, Kandahar, Takhar, Parwan, Herat, Ghazni, Laghman, Nimroz, and Sar-e-Pol",Heavy rains,,No,No,No,,,Km2,,,,2024,4,12,2024,5,17,357,572,280000,,280572,,,,,,,,,2024-04-15,2024-07-19
2024-0219-ARE,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,ARE,United Arab Emirates,Western Asia,Asia,Dubai,Heavy rains,Storm,No,No,No,,,Km2,,,,2024,4,15,2024,4,16,4,,,,,,,,,,,,,2024-04-17,2024-04-19
2024-0219-OMN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,OMN,Oman,Western Asia,Asia,"South Batinah, South Sharqiyah, Musandam, Al Buraimi, Al Dhahirah, Al Dakhiliyah, Muscat and Ash Sharqiyah North Governorates.",Heavy rains,,No,No,No,,,Km2,,,,2024,4,14,2024,4,16,20,,1200,,1200,,,,,,,,,2024-04-15,2024-04-19
2024-0221-COD,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,Idiofa Town (Kwilu Province),Heavy rains,,No,No,No,,,,,,,2024,4,13,2024,4,13,75,,,,,,,,,,,,,2024-04-16,2024-04-19
2024-0223-IDN,No,nat-geo-vol-lav,Natural,Geophysical,Volcanic activity,Lava flow,,Ruang volcano,IDN,Indonesia,South-eastern Asia,Asia,"Pumpente, Laingpatehi, Mahangiang, Tulusan Barangka Pehe, Apengsala, Lesah Rende, Pahiama, Boto and Leseh, Bahoi and Balehumara. (Sitaro Islands Regency, North Sulawesi Province).",,,No,No,No,,,,,,,2024,4,16,2024,4,29,,,8500,,8500,,,,,,,,,2024-04-17,2024-04-30
2024-0226-GTM,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,GTM,Guatemala,Latin America and the Caribbean,Americas,"Guatemala, Escuintla, and Sacatepéquez ",,,No,No,Yes,,,Km2,,,,2024,1,1,2024,4,11,,200,,,200,,,,,,,,,2024-04-17,2024-04-30
2024-0231-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000075,,UGA,Uganda,Sub-Saharan Africa,Africa,"Central Region, Eastern Region, Western Region",,,No,No,No,,,Km2,,,,2024,4,,2024,5,,77,296,57508,,57804,,,,,,,,,2024-04-19,2024-08-12
2024-0232-BDI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BDI,Burundi,Sub-Saharan Africa,Africa," Bujumbura Mairie, Bujumbura rural, Rumonge, Makamba and Cibitoke.",Heavy rains; El Nino,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,4,,2024,5,2,29,175,237000,,237175,,,,,,,,,2024-04-19,2024-06-13
2024-0233-IRN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Kenarak, Zarabad, Chabahar, Nikshahr, Kach and Zohrikar (Sistan and Baluchistan province)",,,No,No,No,,,Km2,,,,2024,4,16,2024,4,23,10,,46000,,46000,,,,,,,,,2024-04-19,2024-08-01
2024-0234-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Shaoguan, Guangzhou, Heyuan, Zhaoqing, Qingyuan, Meizhou and Huizhou (Guangdong province); Guangxi, and Jiangxi provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,4,19,2024,4,23,14,6,100000,,100006,,,,,,,,,2024-04-22,2024-04-26
2024-0241-SOM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2024-000055,,SOM,Somalia,Sub-Saharan Africa,Africa,"Somaliland, Jubaland, Hirshabelle, South West States, Hiraan, Lower Juba, Lower Shabelle; Awdal, Bari, Mudug, Nugaal, Togdheer, Woqooyi Galbeed",Heavy rains; Gu rainy season,,No,No,No,,,Km2,,,,2024,4,19,2024,5,2,9,,226000,,226000,,,,,,,,,2024-04-23,2024-08-27
2024-0242-THA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,THA,Thailand,South-eastern Asia,Asia,"Chiang Rai, Nan, Bueng Kan, Phayao, Nong Bua Lam Phu, Nakhon Ratchasima, Udon Thani Phetchabun and Nong Bua Lamphu.",Heavy rains and strong winds,Flood,No,No,No,,,Kph,,,,2024,4,18,2024,4,23,2,3,3415,,3418,,,,,,,,,2024-04-23,2024-04-26
2024-0246-BGD,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2024-000056,,BGD,Bangladesh,Southern Asia,Asia,"Shyampur, Bangshal, Kotwali (Dhaka), Sutrapur, Kamrangir Char, Chak Bazar, Lalbagh, Gendaria, Paltan, Barisal, Dhaka, Khulna, Rajshahi, Rangpur; Magura district",,,No,No,No,,38,°C,,,,2024,4,21,2024,5,7,15,,33000000,,33000000,,,,,,,,,2024-04-25,2024-06-11
2024-0246-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2024-000056,,IND,India,Southern Asia,Asia,"New Delhi; Rajasthan, Bihar, Gujarat, West Rajasthan, Punjab, Haryana, Chandigarh",,,No,No,No,,50.5,°C,,,,2024,5,,2024,5,,11,,,,,,,,,,,,,2024-06-06,2024-06-11
2024-0246-PAK,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2024-000056,,PAK,Pakistan,Southern Asia,Asia,Sindh,,,No,No,No,,53,°C,,,,2024,5,,2024,5,,,,,,,,,,,,,,,2024-06-06,2024-06-06
2024-0247-KEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,KEN,Kenya,Sub-Saharan Africa,Africa,Nairobi,Heavy rain; El Nino,,No,No,No,,,Km2,,,Mathare river,2024,4,23,2024,4,24,10,,,,,,,,,,,,,2024-04-25,2024-06-11
2024-0249-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Karang Jaya, Ulu Rawas districts (Musi Rawas Regency (South Sumatra province)",Heavy rains,,No,No,No,,,Km2,,,,2024,4,16,2024,4,25,4,,51812,,51812,,,,,,,,,2024-04-25,2024-04-26
2024-0250-KGZ,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000053,,KGZ,Kyrgyzstan,Central Asia,Asia,"Batken, Jalal-Abad, Naryn, Osh, Talas, Kara-Suuyskiy, Nookatsky, Uzgen, Alai, Zhumgalsky",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2024,4,21,2024,4,22,,,103901,,103901,,,,,,,,,2024-04-25,2024-07-17
2024-0260-TCD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,TCD,Chad,Sub-Saharan Africa,Africa,Mandoul and Logone (Oriental provinces),Heavy rain,,No,No,No,,,Km2,,,Logone river,2024,3,,2024,4,29,1,45,3760,,3805,,,,,,,,,2024-04-30,2024-05-03
2024-0262-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Bandung, Bogor, Ciamis, Cianjur, Garut, Sukabumi and Tasikmalaya regencies (West Java)",,,No,No,No,,6.1,Moment Magnitude,-8.005,107.28,,2024,4,27,2024,4,27,1,12,2730,70,2812,,,,,,,,,2024-04-30,2024-07-29
2024-0263-PAK,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,PAK,Pakistan,Southern Asia,Asia,Khyber Pakhtunkhwa province,,Flood,No,No,No,,,Kph,,,,2024,4,28,2024,4,29,7,9,300,,309,,,,,,,,,2024-04-30,2024-05-03
2024-0264-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Tallang Sura village (North Toraja regency, South Sulawesi province); Talagajaya village (Garut regency, West Java province) ",Heavy rains,,No,No,No,,,,,,,2024,4,25,2024,4,26,12,6,,,6,,,,,,,,,2024-04-30,2024-05-03
2024-0265-CHN,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,CHN,China,Eastern Asia,Asia,Guangzhou (Guangdong province),,Flood,No,No,No,,331,Kph,,,,2024,4,27,2024,4,27,5,33,423,,456,,,,,,,,,2024-04-30,2024-05-03
2024-0266-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Oklahoma, Iowa, Nebraska, Texas, Kansas, Missouri, Michigan, Tennessee, North and South Craolinas",,Flood,No,No,Yes,,,Kph,,,,2024,4,25,2024,5,8,4,,558,597,1155,,,,,,,,,2024-04-30,2024-05-13
2024-0268-COD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000009,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,"1 Nord-Ubangi, Sud-Ubangi, Tanganyika, Bas-Uele, Haut-Uele, Equateur, Sud-Kivu, Nord-Kivu, Kinshasa, Tshopo, Maniema, Kasaï Central, Mongala, Kwilu et Tshuapa. Kongo Central, Lomami",,,No,No,No,,,Km2,,,,2024,1,11,2024,1,20,300,,1827126,,1827126,,,,,,,,,2024-05-02,2024-08-01
2024-0269-ARG,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000063-,,ARG,Argentina,Latin America and the Caribbean,Americas,Corrientes and Entre Ríos,Heavy rains,,No,No,No,,,Km2,,,,2024,5,,2024,5,13,,,2400,,2400,,,,,,,,,2024-06-12,2024-06-12
2024-0269-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000063-,,BRA,Brazil,Latin America and the Caribbean,Americas,"Metropolitan, Central, Vale do Rio Pardo, Vale do Taquari, and Serra Gaúcha areas (Rio Grande do Sul)",,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2024,5,2,2024,6,5,182,806,2398255,,2399061,,,2000000,,7000000,,,,2024-05-02,2024-08-05
2024-0270-CHN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,CHN,China,Eastern Asia,Asia,Near Meizhou (Guangdong),Heavy rains,Collapse,No,No,No,,,,,,,2024,5,1,2024,5,1,48,30,,,30,,,,,,,,,2024-05-02,2024-05-03
2024-0271-RWA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000064-RWA,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Nyanza, Burera, Gakenke, Ngororero",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,4,20,2024,5,2,14,27,,,27,,,,,,,,,2024-05-02,2024-08-12
2024-0272-VNM,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,VNM,Viet Nam,South-eastern Asia,Asia,"Lao Cai, Yen Bai, Ha Giang, Cao Bang, Bac Kan, Tuyen Quang, Phu Tho, Thai Nguyen and Quang Ninh",,Flood|Lightening,No,No,No,,,Kph,,,,2024,4,30,2024,5,2,1,,8320,,8320,,,,,,,,,2024-05-02,2024-05-03
2024-0277-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,Luwu (Sulawesi),Heavy rains,Flood,No,No,No,,,,,,,2024,5,3,2024,5,5,12,,17395,,17395,,,,,,,,,2024-05-06,2024-05-06
2024-0278-HTI,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,HTI,Haiti,Latin America and the Caribbean,Americas,Cap-Haïtien commune ,Heavy rains,Flood,No,No,No,,,,,,,2024,5,3,2024,5,5,13,,11125,75,11200,,,,,,,,,2024-05-06,2024-05-13
2024-0280-IND,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,IND,India,Southern Asia,Asia,"Bishnupur, Imphal West, Imphal East, Thoubal, Kakching, Tengnoupal, Kangpokpi, Noney, and Churachandpur districts (Manipur state)",,Flood,No,No,No,,,Kph,,,,2024,5,5,2024,5,5,1,,77000,,77000,,,,,,,,,2024-05-07,2024-05-13
2024-0282-YEM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000059,,YEM,Yemen,Western Asia,Asia,"Abyan, Taiz, Al-Jawf, Hadramout, Shabwa, Sa'ada, Mareb, Al-Mahara, Al-Dhale'",Heavy rains,,No,No,No,,,Km2,,,,2024,4,16,2024,5,7,,,39123,,39123,,,,,,,,,2024-05-07,2024-06-24
2024-0284-KGZ,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,KGZ,Kyrgyzstan,Central Asia,Asia,Bazar-Korgon district (Jalal-Abad region),,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,5,5,2024,5,7,,,500,,500,,,,,,,,,2024-05-14,2024-05-14
2024-0284-TJK,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,TJK,Tajikistan,Central Asia,Asia,"Sughd, Khatlon, and Gorno-Badakhshan provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,5,5,2024,5,9,3,,40,,40,,,,,,,,,2024-05-13,2024-05-14
2024-0288-CAN,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,CAN,Canada,Northern America,Americas,"Fort Nelson, Carpenter Lake, Fontas, and Doig River First Nation reserve (British Columbia); Alberta, Manitoba Provinces",,,No,No,No,,,Km2,,,,2024,5,12,2024,5,13,,,3500,,3500,,,,,,,,,2024-05-13,2024-06-12
2024-0289-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Agam, Tanah Datar, Padang Panjang, and Padang Pariaman (Sumatra Isl.)",Heavy rains,,No,No,No,,,Km2,,,,2024,5,11,2024,5,12,87,37,3300,,3337,,,,,,,,,2024-05-13,2024-06-06
2024-0291-THA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,THA,Thailand,South-eastern Asia,Asia,"Lampang, Phrae, Phichit, Nakhon Sawan, Nong Bua Lamphu, Khon Kaen, Lopburi, Pathum Thani",,,No,No,No,,,Kph,,,,2024,5,12,2024,5,13,,,1300,,1300,,,,,,,,,2024-06-12,2024-08-27
2024-0291-VNM,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,VNM,Viet Nam,South-eastern Asia,Asia,"Lao Cai, Yen Bai, Thai Nguyen, Phu Tho, Quang Ninh, and Hanoi provinces",,"Lightening|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2024,5,12,2024,5,13,3,,2128,,2128,,,,,,,,,2024-05-14,2024-06-12
2024-0292-URY,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,URY,Uruguay,Latin America and the Caribbean,Americas,"Ortigas, Cerro Largo, Durazno, Paysandú, Rocha, Salto, Soriano, Tacuarembó and Treinta y Tres",Heavy rains,,No,No,No,,,Km2,,,,2024,5,12,2024,5,14,,,3588,,3588,,,,,,,,,2024-05-14,2024-08-08
2024-0298-LKA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000077,,LKA,Sri Lanka,Southern Asia,Asia,"Colombo, Gampaha, Kalutara, Matara, Ratnapura, Kegalle, and Galle districts",Monsoon,"Lightening|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,5,15,2024,6,5,40,48,235854,,235902,,,,,,,,,2024-06-04,2024-08-12
2024-0299-DEU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,DEU,Germany,Western Europe,Europe,"Baden-Württemberg; Günzburg, Augsburg, Aichach-Friedberg, Neu-Ulm, Pfaffenhofen an der Ilm, Donau-Ries, Unterallgäu, Freising, Neuburg Schrobenhausen, Dillingen an Donau, Dachau, Kelheim, Deggendorf, Straubing-Bogen districts and the cities of Straubing and Regensburg (Bavaria)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Danube, Rhine",2024,5,31,2024,6,4,12,9,3398,,3407,,,2000000,,5400000,,,,2024-06-04,2024-08-01
2024-0302-ZAF,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ZAF,South Africa,Sub-Saharan Africa,Africa,"Eastern Cape, KwaZulu-Natal, and Western Cape provinces",Heavy rains,Storm,No,No,No,,,Km2,,,,2024,6,1,2024,6,3,21,55,46565,,46620,,,,,,,,,2024-06-04,2024-07-18
2024-0303-PNG,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:LS-2024-000080,,PNG,Papua New Guinea,Melanesia,Oceania,Enga Region,Heavy rains,,No,No,No,,,,,,,2024,5,23,2024,5,24,6,,7849,,7849,,,,,,,,,2024-06-04,2024-06-14
2024-0307-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Houston (Texas); Kansas, Oklahoma, Missouri, Iowa, Wisconsin, Illinois, Nebraska ",,Flood,No,No,No,,160,Kph,,,,2024,5,16,2024,5,22,5,,,,,,,3700000,,4800000,,,,2024-06-06,2024-08-05
2024-0314-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,Greenfield (Iowa state),,,No,No,Yes,,,Kph,,,,2024,5,22,2024,5,22,5,35,,300,335,,,,,,,,,2024-06-06,2024-06-07
2024-0318-ARM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FF-2024-000087,,ARM,Armenia,Western Asia,Asia,"Alaverdi, Akhtala, Bagratashen, Bendik, Deghdsavan, Haghtanak, Karkop, Mets Ayrum, Pokr Ayrum, Sanahin, Shamlug, and Shnogh villages (Lori and Tavush Provinces)",Heavy rains,,No,No,No,,,Km2,,,"Debed, Tashir and Aghstev rivers",2024,5,26,2024,5,26,4,,429,,429,,,,,,,,,2024-06-06,2024-09-20
2024-0320-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2024-000083,Cyclone 'Remal',BGD,Bangladesh,Southern Asia,Asia,"Khulna, Bagerhat, Satkhira, Patuakhali, Pirojpur, Barguna, Jhalokath, Bhola",,Broken Dam/Burst bank|Surge,No,No,No,,111,Kph,,,,2024,5,26,2024,5,30,16,13,4590000,,4590013,,,,,90700,,,,2024-06-06,2024-07-18
2024-0320-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2024-000083,Cyclone 'Remal',IND,India,Southern Asia,Asia,"Aizawl (Mizoram state); Bengal, Assam, Nagaland, Meghalaya states; West Bengal, Telangana",,"Flood|Industrial accidents|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2024,5,26,2024,5,30,51,500,2109143,,2109643,,,,,,,,,2024-06-06,2024-06-14
2024-0323-PHL,No,nat-geo-vol-lah,Natural,Geophysical,Volcanic activity,Lahar,,Kanlaon Volcano,PHL,Philippines,South-eastern Asia,Asia,La Castellana and Canlaon (Negros Oriental and Negros Occidental Province),,,No,No,Yes,,,,,,,2024,6,5,2024,6,7,,,29137,,29137,,,,,,,,,2024-06-06,2024-06-13
2024-0327-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Tanah Bumbu Regency (South Kalimantan province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Batulicin, Sebamban, Satui and Kusan rivers ",2024,6,4,2024,6,7,,,7743,,7743,,,,,,,,,2024-06-07,2024-06-14
2024-0334-IDN,No,nat-geo-vol-vol,Natural,Geophysical,Volcanic activity,Volcanic activity (General),, Ibu volcano,IDN,Indonesia,South-eastern Asia,Asia,North Maluku province (west Halmahera Island),,,No,No,No,,,,,,,2024,5,16,2024,6,6,,,2011,,2011,,,,,,,,,2024-06-07,2024-06-10
2024-0337-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Ewiniar' (Aghon),PHL,Philippines,South-eastern Asia,Asia,"Cagayan Valley, Central Luzon, Calabarzon, Mimaropa, Bicol, and Eastern and Central Visayas.",,,No,No,No,,,Kph,,,,2024,5,24,2024,5,27,6,8,52000,,52008,,,,,20000,,,,2024-06-07,2024-08-02
2024-0339-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,Arfak Mountain Regency (West Papua Province),Heavy rain,,No,No,No,,,,,,,2024,5,26,2024,5,28,4,,1750,,1750,,,,,,,,,2024-06-07,2024-06-11
2024-0340-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Arkansas, northern Texas, eastern Oklahoma, Kentucky, Alabama, Colorado, Missouri, Illinois",,Flood|Hail|Lightening,No,No,No,,,Kph,,,,2024,5,23,2024,5,30,23,80,102,,182,,,,,2500000,,,,2024-06-07,2024-08-08
2024-0341-ETH,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000074,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"far, Amhara, Central Ethiopia, Oromia, Sidama, Somali, South Ethiopia and South West Ethiopia People’s, Tigray regions and Dire Dawa City Administration",Heavy rains,,No,No,No,,,Km2,,,,2024,4,,2024,5,24,14,,125000,,125000,,,,,,,,,2024-06-07,2024-08-12
2024-0350-COL,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,COL,Colombia,Latin America and the Caribbean,Americas,"San Jacinto del Cauca municipalit (Bolívar department); Guaranda, Sucre and Majagual municipalities (Sucre department)",,Flood,No,No,Yes,,,Kph,,,Cauca river,2024,5,16,2024,5,18,,,7806,,7806,,,,,,,,,2024-06-07,2024-06-11
2024-0351-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Texas, Colorado",,Hail,No,No,No,,,Kph,,,,2024,5,30,2024,6,5,,,,,,,,,,1900000,,,,2024-06-10,2024-08-05
2024-0353-BLZ,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),GLIDE:WF-2024-000090,,BLZ,Belize,Latin America and the Caribbean,Americas,Toledo and Cayo districts,,,No,No,No,,,Km2,,,,2024,5,,2024,5,,,,800,,800,,,,,,,,,2024-06-11,2024-08-12
2024-0353-GTM,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),GLIDE:WF-2024-000090,,GTM,Guatemala,Latin America and the Caribbean,Americas,"Petén, Alta Verapaz and Izabal",Prolonged heat,,No,No,No,,,Km2,,,,2024,5,,2024,5,,,,,,,,,,,,,,,2024-06-11,2024-08-12
2024-0357-IRN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Mashhad,,,No,No,No,,,Km2,,,,2024,5,15,2024,5,15,19,,450,,450,,,,,,,,,2024-06-12,2024-06-12
